#	COMANDOS					1 - Abajo a Arriba Izquierda					2 - Derecha a Arriba Derecha					3 - Abajo a Arriba Derecha					4 - Derecha a Arriba Izquierda
	column_names				inc	1:*	1:2	1:1	1:3		2:*	2:2	2:1	2:3		3:*	3:2	3:1	3:3		4:*	4:2	4:1	4:3
#	level properties
	description	main JC
					0.6									bandit_kr6
					0.6							bandit_kr6
					3									bandit_kr6
					0.6							bandit_kr6
					0.6									bandit_kr6
					0.6							bandit_kr6
					5								shadow_archer
					2									shadow_archer
					2							shadow_archer







#	WAVE 4															Bandit x10					Blackguard x6
S. Archer x9
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					10	6	0	6		0	0	0	0		0	0	0	0
#	gold	188				50	48	0	90		0	0	0	0		0	0	0
	wave		4		23
					0																	blackguard		blackguard
					1																		blackguard
					6																	shadow_archer
					1																			shadow_archer
					0
					4												bandit_kr6		bandit_kr6
					0.6													bandit_kr6
					0.6												bandit_kr6		bandit_kr6
					12																	shadow_archer		shadow_archer
					14																	blackguard		blackguard
					1																		blackguard
					8																	shadow_archer
					1																			shadow_archer
					0
					1												bandit_kr6		bandit_kr6
					0.6													bandit_kr6
					0.6												bandit_kr6		bandit_kr6








#	WAVE 5										Bandit x4
S. Archer x3					Bandit x4
S. Archer x3
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					16	0	0	4		0	0	0	0		0	0	0	0
#	gold	140				80	0	0	60		0	0	0	0		0	0	0
	wave		5		23
					0								bandit_kr6				bandit_kr6
					0.6									bandit_kr6					bandit_kr6
					0.6							bandit_kr6					bandit_kr6
					0.6								bandit_kr6						bandit_kr6
					4									bandit_kr6			bandit_kr6
					0.6								bandit_kr6					bandit_kr6
					0.6							bandit_kr6					bandit_kr6
					0.6									bandit_kr6					bandit_kr6
					8							shadow_archer						shadow_archer
					2									shadow_archer			shadow_archer























#	WAVE 6					Blackguard x8					S. Blades x12
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	8	12	0		0	0	0	0		0	0	0	0
#	gold	184				0	64	120	0		0	0	0	0		0	0	0
	wave		6		26
					0							shadow_blades
					0.6									shadow_blades
					0.6							shadow_blades
					0.6									shadow_blades
					0		blackguard		blackguard
					1			blackguard
					12							shadow_blades
					0.6									shadow_blades
					0.6		blackguard		blackguard				shadow_blades
					0.6							shadow_blades
					12								shadow_blades
					0.6							shadow_blades
					0.6								shadow_blades
					0.6		blackguard							shadow_blades
					1				blackguard
					1			blackguard




#	WAVE 7					S. Blades x10															S. Blades x10
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	0	20	0		0	0	0	0		0	0	0	0
#	gold	200				0	0	200	0		0	0	0	0		0	0	0
	wave		7		28
					0																			shadow_blades
					0.6																		shadow_blades
					0.6		shadow_blades															shadow_blades
					0.6			shadow_blades
					0.6				shadow_blades
					6																	shadow_blades		shadow_blades
					0.6			shadow_blades															shadow_blades
					0.6		shadow_blades
					0.6				shadow_blades
					8																		shadow_blades
					0.6																	shadow_blades		shadow_blades
					0.6																		shadow_blades
					0.6		shadow_blades		shadow_blades
					0.6		shadow_blades		shadow_blades





















#	WAVE 8					Blackguard x10					S. Archer x6
S. Blades x8
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	16	11	6		0	0	0	0		0	0	0	0
#	gold	328				0	128	110	90		0	0	0	0		0	0	0
	wave		8		20
					0						shadow_blades
					0.6						shadow_blades
					0.6						shadow_blades
					1						shadow_blades
					0.6						shadow_blades
					0.6			blackguard			shadow_blades
					1		blackguard		blackguard
					0						shadow_archer
					1			blackguard			shadow_archer
					1						shadow_archer
					6		blackguard		blackguard
					16						shadow_blades
					0.6						shadow_blades
					0.6			blackguard			shadow_blades
					0.6						shadow_blades
					0.6		blackguard		blackguard		shadow_blades
					1			blackguard
					6						shadow_archer
					1						shadow_archer
					1		blackguard				shadow_archer
					1				blackguard
					9		blackguard		blackguard
					1		blackguard		blackguard


























#	enemies					darksteel_hammerer	darksteel_shielder	scrap_speedster	surveillance_sentry		brute_welder	darksteel_fist	mad_tinkerer	scrap_drone		darksteel_anvil	darksteel_hulk	common_clone	darksteel_guardian
#	cant.					0	0	0	0		0	0	0	0		0	0	0	0
#	gold	#REF!				#REF!	#REF!	#REF!	#REF!		#REF!	#REF!	#REF!	#REF!		#REF!	#REF!	#REF!	#REF!
