#	COMANDOS					1 - Abajo a Arriba Izquierda					2 - Derecha a Arriba Derecha					3 - Abajo a Arriba Derecha					4 - Derecha a Arriba Izquierda
	column_names				inc	1:*	1:2	1:1	1:3		2:*	2:2	2:1	2:3		3:*	3:2	3:1	3:3		4:*	4:2	4:1	4:3
#	level properties
	description	main JC
#	WAVE 4					S. Blades x17					S. Blades x17					Bandit x10					Blackguard x6
S. Archer x9
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	0	12	0		0	0	0	0		0	0	0	0
#	gold	120				0	0	120	0		0	0	0	0		0	0	0
#	wave		4		23
					8						shadow_blades
					0.6						shadow_blades
					3	shadow_blades
					0.6	shadow_blades
					3						shadow_blades
					0.6						shadow_blades
					3	shadow_blades
					0.6	shadow_blades
					3						shadow_blades
					0.6	shadow_blades					shadow_blades
					0.6	shadow_blades






#	WAVE 5					Bandit x20
S. Archer x6					Blackguard x20
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	17	0	6		0	0	0	0		0	0	0	0
#	gold	226				0	136	0	90		0	0	0	0		0	0	0
#	wave		5		23
					4								blackguard
					0.8							blackguard		blackguard
					3								blackguard
					0.8							blackguard
					0.2									blackguard
					5			shadow_archer
					0.8		shadow_archer
					0.8				shadow_archer
					5							blackguard		blackguard
					0.8								blackguard
					0.8							blackguard
					0.2									blackguard
					8		shadow_archer		shadow_archer
					1			shadow_archer
					0.8							blackguard
					0.1									blackguard
					0.8								blackguard
					0.6							blackguard
					0.1									blackguard
					0.5								blackguard







#	TOTAL DURATION (min):	3.858333333











#	WAVE 6					Blackguard x8					S. Blades x12
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	0	0	0		0	0	0	0		0	0	0	0
#	gold	0				0	0	0	0		0	0	0	0		0	0	0
#	wave		6		26




















#	WAVE 7					S. Blades x10															S. Blades x10
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	0	0	0		0	0	0	0		0	0	0	0
#	gold	0				0	0	0	0		0	0	0	0		0	0	0
#	wave		7		28



































#	WAVE 8					Blackguard x10					S. Archer x6
S. Blades x8
#	enemies					bandit	blackguard	shadow_blades	shadow_archer		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	0	0	0		0	0	0	0		0	0	0	0
#	gold	0				0	0	0	0		0	0	0	0		0	0	0
#	wave		8		20

















































#	enemies					darksteel_hammerer	darksteel_shielder	scrap_speedster	surveillance_sentry		brute_welder	darksteel_fist	mad_tinkerer	scrap_drone		darksteel_anvil	darksteel_hulk	common_clone	darksteel_guardian
#	cant.					0	0	0	0		0	0	0	0		0	0	0	0
#	gold	#REF!				#REF!	#REF!	#REF!	#REF!		#REF!	#REF!	#REF!	#REF!		#REF!	#REF!	#REF!	#REF!
