#	COMANDOS									1 - Derecha a Izquierda
	column_names								inc	1:*	1:2	1:1	1:3
#	level properties
	description	main JC
	signal	kr6-tutorial-build-tower-sequence-finished							0
	signal	tutorial-unfreeze-enemies							0
	signal	hide-focus-circle							0
	wait								1
#
#	GOLD TUTORIAL
	signal	tutorial-stop-input
	wait_signal	got-enemy-gold							-1
#	Disable archer attack to prevent them attacking when time is 'stopped'. Need to reenable later
	signal	kr6-tutorial-disable-archer-shoot							0
	wait								0.5
	signal	highlight-hud-label	hud_gold_label	5					0
	signal	tutorial-highlight-entity-find	first_dead_enemy						0
	signal	tutorial-pan-zoom-center-find	first_dead_enemy	1	0	0			0
	signal	tutorial-show-focus-circle-find	first_dead_enemy	0	0				0
#	Offset balloon above enemy to prevent overlap
	signal	tutorial-show-balloon-find	first_dead_enemy	TB_GOLD	0	40			0
	signal	tutorial-freeze-enemies							0
	wait								2.5
	signal	tutorial-unfreeze-enemies							0
	signal	kr6-tutorial-reenable-archer-shoot							0
	signal	tutorial-hide-balloon	TB_GOLD						0
	signal	hide-focus-circle							0
	wait_signal	all_enemies_died							-1
#
#	END GOAL TUTORIAL
	signal	tutorial-pan-zoom-center-find	flags_with_id	1	1.5	0	0	1.2	0
	signal	tutorial-show-focus-circle-find	flags_with_id	1	200	-20			0
	wait								1.5
#	Show balloon with center on the flags of path 1, use TB_GOAL as key and offset 300 on x and -20 on y
	signal	tutorial-show-balloon-find	flags_with_id	1	TB_GOAL	222	-23		0
	signal	tutorial-highlight-entity-find	all_flags						0
	wait								2
	signal	tutorial-hide-balloon	TB_GOAL						0
	signal	hide-focus-circle							0
#
#	WAVE CALL TUTORIAL
	signal	tutorial-pan-zoom-center-find	next_wave_with_id	1	1.5	0	0	1.2	0
	wait								1
	signal	tutorial-show-focus-circle-find	next_wave_with_id	1	-140	-20
#	signal	tutorial-resume-input							0
#	Shows the wave contents.
	signal	tutorial-show-wave							0
	wait								1
	signal	tutorial-show-balloon-find	next_wave_with_id	1	TB_START	-180	20		0
#	Selects wave button for non-touch devices
#	signal	tutorial-focus-wave							0
	signal	tutorial-resume-input							0
	signal	kr6-tutorial-knights-turn-on-flip							0
#	WAIT FOR WAVE 2
	wait_signal	next-wave-sent							-1
#	signal	kr6-trigger-archer-level-up							0
	signal	enable-all-holders							0
	signal	tutorial-hide-balloon							0
	signal	hide-focus-circle							0
	signal	tutorial-resume-movement							0
#	Reenable interactables
	signal	tutorial-enable-all-interactables							0
	signal	show-gui							0
#	TOWERS LEVEL UP
	wait								7
#	signal	wave-notification	view	TUTORIAL_TOWERS_LEVELUP					0
#
#	POWER REINFORCEMENTS
	wait								11
	signal	wave-notification	view	POWER_REINFORCEMENT					0
	wait								0.5
	signal	kr6-tutorial-sequence	power-reinforcement						0
#
#	POWER RAIN OF FIRE
	wait_signal	next-wave-sent							-1
	wait								7
	signal	wave-notification	view	POWER_RAIN_OF_FIRE					0
	wait								0.5
	signal	kr6-tutorial-sequence	power-rain-of-fire						0
#
#	HERO
	wait_signal	next-wave-sent							-1
#	Inserta a Gerald en cierta posicion
	signal	kr6-tutorial-insert-hero	gerald	628	352				0
	signal	tutorial-pan-zoom-center-find	entity_with_name	controller_stage_01_gerald_intro	1.5	0	0	1.5	0.1
	wait								9.5
	signal	wave-notification	view	TUTORIAL_HERO					0
	wait								0.5
#	Hacemos que el ultimo heroe insertado se mueva a cierta posicion
#	wait								1.5
	signal	kr6-tutorial-sequence	drag-hero	gerald					0



#	Small Help for specific signals for stage 01, check #help for generic tutorial signals
#		Description	Parameters
#	kr6-tutorial-start-tutorial	Does preparations for the start of the tutorial such as hiding UI and preventing wave spawns.	None
#	kr6-tutorial-sequence	Activates specific sequences in the tutorial. For example, the whole sequence of building a tower is contained in the 'build-tower' sequence.	sequence_id (build-tower, power-reinforcement, power-royal-edict, drag-hero)
#	kr6-tutorial-knights-look-right	Causes the barracks knights to look to the right and disables their auto-flipping.	None
#	kr6-tutorial-knights-turn-on-flip	Reactivates the knights auto-flip.	None
#	kr6-tutorial-disable-archer-shoot	Prevents archers from acquiring new targets.	None
#	kr6-tutorial-reenable-archer-shoot	Reativates archer shooting.	None
#	kr6-tutorial-insert-hero	Inserts a hero in a certain position.	hero, pos_x, pos_y
#	kr6-tutorial-set-move-hero	Sets the hero's rally to a certain position.	hero, where_x, where_y
