#	COMANDOS					1 - Derecha Arriba a Arriba (ARMOR)					2 - Derecha Abajo a Izquierda (MR)					3 - Derecha Arriba a Izquierda (ARMOR)					4 - Derecha Abajo a Arriba (MR)
	column_names				inc	1:*	1:2	1:1	1:3		2:*	2:2	2:1	2:3		3:*	3:2	3:1	3:3		4:*	4:2	4:1	4:3
#	level properties
	description	main JC
					0.6												bandit_kr6
					0.6						shadow_blades								bandit_kr6
					0.6						shadow_blades								bandit_kr6
					0.6						shadow_blades
					0.6						shadow_blades
					0.6						shadow_blades
					0												shadow_archer_kr6
					1													shadow_archer_kr6
					1												shadow_archer_kr6
					0
					2											bandit_kr6
					0.6											bandit_kr6
					0.6						shadow_blades					bandit_kr6
					0.6						shadow_blades					bandit_kr6
					0.6						shadow_blades
					0.6						shadow_blades
					0.6						shadow_blades
					3													blackguard
					1												blackguard		blackguard
					1													blackguard
					1												blackguard		blackguard
					1													blackguard
					1						shadow_blades
					0.6						shadow_blades
					0.6						shadow_blades						shadow_archer_kr6		shadow_archer_kr6
					0.6						shadow_blades
					0.6						shadow_blades
					0.4													shadow_archer_kr6
























#	WAVE 9					Bandit x14
Blackguard x6															S. Blade x12
#	enemies					bandit_kr6	blackguard	shadow_blades	shadow_archer_kr6		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					14	6	12	7		0	0	0	0		0	0	0	0
#	gold	343				70	48	120	105		0	0	0	0		0	0	0
	wave		9		22
					0.6		bandit_kr6														shadow_blades
					0.6				bandit_kr6												shadow_blades
					0.6			bandit_kr6													shadow_blades
					0.6				bandit_kr6												shadow_blades
					0.6		bandit_kr6														shadow_blades
					0.6			bandit_kr6													shadow_blades
					6																shadow_archer_kr6
					0.6		blackguard
					0.6				blackguard												shadow_archer_kr6
					0.6			blackguard
					0.6				blackguard												shadow_archer_kr6
					0.6		blackguard
					0.6			blackguard													shadow_archer_kr6
					3																shadow_blades
					0.6																shadow_blades
					0.6																shadow_blades
					0.6																shadow_blades
					0.6																shadow_blades
					0.6																shadow_blades
					0.6		bandit_kr6		bandit_kr6
					1			bandit_kr6													shadow_archer_kr6
					1		bandit_kr6		bandit_kr6
					1			bandit_kr6													shadow_archer_kr6
					1		bandit_kr6		bandit_kr6
					1																shadow_archer_kr6





#	WAVE 10					Blackguard x16
S. Archer x6					Crow x16
S. Archer x12
#	enemies					bandit_kr6	blackguard	shadow_blades	shadow_archer_kr6		crow	crowcaller	headhunter	goblin		orc_warrior	wulf	worg
#	cant.					0	16	0	18		16	0	0	0		0	0	0	0
#	gold	430				0	128	0	270		32	0	0	0		0	0	0
	wave		10		22
					0			blackguard			crow
					0.6						crow
					0.6		blackguard		blackguard		crow
					0.6						crow
					0.6			shadow_archer_kr6			crow
					0.6						crow
					3		blackguard		blackguard
					1			blackguard
					2		shadow_archer_kr6		shadow_archer_kr6				shadow_archer_kr6
					2		blackguard		blackguard			shadow_archer_kr6
					2									shadow_archer_kr6
					4						crow	shadow_archer_kr6
					0.6						crow
					0.6						crow		shadow_archer_kr6
					0.6						crow
					0.6						crow	shadow_archer_kr6
					5						crow
					0.6						crow
					0.6						crow
					0.6						crow
					0.6						crow
					0
					2		blackguard		blackguard			shadow_archer_kr6
					1			shadow_archer_kr6					shadow_archer_kr6
					1		blackguard		blackguard					shadow_archer_kr6
					3			blackguard
					1		blackguard		blackguard				shadow_archer_kr6
					1			blackguard				shadow_archer_kr6
					1		shadow_archer_kr6		shadow_archer_kr6					shadow_archer_kr6
